PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
zzU5l,R7/5pk1/6bp/Q2p2p1/8/3pqP2/4B1PP/5K2 w - - 0 33,a5e1 d3e2 e1e2 g6d3,1800,74,89,1640,advancedPawn crushing endgame master pin short,https://lichess.org/hn1VEssq#65,
zzUBH,4r1k1/pq3pp1/n6p/8/1P2BQ2/P6P/2P2PP1/3R2K1 b - - 0 31,e8e4 d1d8 g8h7 f4f5 g7g6 f5f6,1676,75,90,2079,crushing endgame long,https://lichess.org/lHhh95Al/black#62,
zzUD6,2rq1rk1/3bbppp/p4n2/1p2pN2/4P3/1PN1B1Q1/1PP3PP/R4R1K b - - 3 17,b5b4 g3g7,1379,75,92,278,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AaPfEXz1/black#34,Sicilian_Defense Sicilian_Defense_Other_variations
zzUDl,6k1/pp4pp/3q4/3p4/6n1/2PQr1P1/PP1N3P/5RK1 w - - 1 25,d3f5 e3g3 g1h1 g3g1 h1g1 d6h2,1587,75,89,1482,attraction discoveredAttack endgame long mate mateIn3 sacrifice,https://lichess.org/rkO0rzz8#49,
zzUE6,6k1/p3npb1/3r2p1/q1pP2Pp/b1p1PQ2/2P4P/P3N1B1/5RK1 b - - 1 26,e7c8 f4f7 g8h7 f1f6 a5d8 f7g6,2283,87,100,35,advantage kingsideAttack long middlegame pin,https://lichess.org/ZueD6zaG/black#52,
zzUFi,3r4/8/2p2k2/p1N1p3/2P3P1/1P6/P3K3/8 b - - 0 31,f6g5 c5e6 g5g4 e6d8,900,109,73,239,crushing endgame fork short,https://lichess.org/vYI5ABJM/black#62,
zzUHB,2rr2k1/5pp1/3Pb2p/8/pn2NP2/5P2/1P1R2BP/1K1R4 w - - 1 30,d1c1 e6a2 b1a1 c8c1,1147,75,96,8560,deflection mate mateIn2 middlegame queensideAttack short,https://lichess.org/9kwk7X0L#59,
zzULB,r1bq2kr/7n/p1pp3p/8/3P3b/2NQ1R2/PPP3PP/R5K1 b - - 3 17,h4g5 d3g6,1065,83,94,1874,mate mateIn1 middlegame oneMove,https://lichess.org/DPmGCvwc/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
zzUMU,8/7p/1k1p2p1/3P2P1/prPK2P1/2R5/8/8 b - - 13 44,b4b3 c3b3 a4b3 d4c3 b3b2 c3b2,1612,112,86,21,crushing endgame long rookEndgame,https://lichess.org/bMFZ1Xdw/black#88,
zzUN1,2r2rk1/4bppp/p3p3/2n5/Nq1B4/4P3/P4PPP/R2Q1RK1 w - - 0 20,a1b1 b4a4 d1a4 c5a4,1232,75,96,7072,advantage middlegame short,https://lichess.org/UNuqMmI6#39,
zzUPj,1rb4k/4n1b1/7p/1p2p3/3pBqpP/3P2N1/PP5N/R3Q1K1 b - - 3 24,g7f6 g3h5 f4e3 e1e3 d4e3 h5f6,1182,76,88,980,advantage long middlegame,https://lichess.org/rczGU70Y/black#48,
zzUUy,8/p4p2/1pk1pP2/2b1P3/P1PBK3/8/8/8 w - - 1 41,e4d3 c5d4 d3d4 a7a6 d4c3 c6c5,1584,216,100,3,bishopEndgame crushing endgame long master quietMove zugzwang,https://lichess.org/tnyvYSmu#81,
zzUVf,rnb2bnr/pp3kpp/4p3/qB1pP3/8/2p2Q2/PPP2PPP/R1B1K2R b KQ - 1 9,f7e7 c1g5 g8f6 g5f6 e7f7 f6d8 f7g8 d8a5,2205,78,86,162,crushing discoveredAttack opening veryLong,https://lichess.org/v593DVMv/black#18,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
zzUdR,6k1/5p2/1p1q2pb/p1pPp3/P3N2P/4QP2/1P4K1/8 b - - 2 36,d6f8 e4f6 g8g7 e3e5,1711,75,71,135,crushing discoveredAttack endgame master short,https://lichess.org/sBQRigmK/black#72,
zzUoV,2r5/p2k1p1p/1qp1bp2/3p4/Q2P2r1/1P4P1/P4P1P/2R1KB1R w K - 1 19,c1d1 g4e4 f1e2 e6g4,1267,77,97,4666,advantage clearance middlegame short,https://lichess.org/DQR0roU7#37,
zzUqT,5Q2/2p5/1p1p4/p2P3q/P1P5/1P6/4K1k1/8 w - - 1 44,e2d3 h5f3 f8f3 g2f3 d3c3 f3e3 c3c2 e3e2,2251,78,96,441,crushing defensiveMove endgame queenEndgame veryLong zugzwang,https://lichess.org/FUFcViuS#87,
zzUqe,r1b1kb1r/1p2nppp/pq2p3/3pP3/3N4/PP1B4/2P2PPP/RN1QK2R b KQkq - 0 10,b6d4 d3b5 a6b5 d1d4,1042,80,83,274,advantage discoveredAttack opening short,https://lichess.org/w4ssE3hL/black#20,French_Defense French_Defense_Advance_Variation
zzUyc,rn1qk2r/4bppp/p3p3/1p1p1b2/3Pn3/1QN1PN1P/PP2BPP1/R1B2RK1 w kq - 2 11,c3b5 a6b5 e2b5 e8f8,2198,77,90,926,advantage defensiveMove master middlegame short,https://lichess.org/sKFPqw9T#21,Slav_Defense Slav_Defense_Chameleon_Variation
zzUz0,6r1/k1p2p2/3p4/PQ1P1B1p/4PP2/5K1P/4RPr1/3q4 w - - 3 44,a5a6 g2f2 f3f2 d1g1 f2f3 g8g3,2227,81,45,141,attraction endgame long mate mateIn3 pin sacrifice,https://lichess.org/O4XoGtCW#87,
zzV06,8/3k1p2/3N1P2/p3K1pp/1p6/8/7P/8 w - - 0 53,d6f7 b4b3 f7g5 b3b2 f6f7 d7e7 f7f8q e7f8,1716,77,80,50,advancedPawn crushing endgame knightEndgame veryLong,https://lichess.org/pyYoVJYM#105,
zzV0A,6k1/p3rp1p/2p3p1/8/2q2P2/P7/2P1NQPP/Kr2R3 w - - 0 25,e1b1 e7e2 f2e2 c4e2 b1b8 g8g7,1166,87,55,91,crushing endgame long,https://lichess.org/XPrdKgG0#49,
zzV4G,r2b1rk1/pq3ppp/3P1B2/1pp5/8/2N1NnP1/PPQ2P1P/R4RK1 w - - 1 19,g1g2 f3e1 g2g1 e1c2,1950,120,88,27,advantage doubleCheck master middlegame short,https://lichess.org/ubAe2sJ7#37,
zzV8J,8/kp3Qpp/2b5/4pN2/8/7P/r3r1PK/1R6 w - - 10 46,h2g3 e2g2 g3h4 a2a4,1636,75,77,1263,crushing endgame short,https://lichess.org/amjkAcbV#91,
zzVG5,r2k1r2/pp1n1p1p/3b2pN/8/2pPR3/2P4P/PP1B1P2/4R2K b - - 2 23,d7f6 d2g5 d8d7 g5f6,1368,75,92,973,advantage middlegame pin short,https://lichess.org/3BAZaujd/black#46,
zzVLB,r4r1k/ppBb2pB/4pp2/q7/3P4/4P3/P1Q2PPP/R5K1 b - - 0 17,a8c8 c7a5 c8c2 h7c2,1325,78,54,95,crushing middlegame short,https://lichess.org/ZFKmj9eI/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
zzVMS,5r2/1p3rk1/1Q1R3p/4p1p1/4P1P1/7q/P4P2/5RK1 w - - 0 38,d6g6 g7h7 g6h6 h3h6 b6h6 h7h6,1280,75,93,160,crushing endgame long,https://lichess.org/IZsUUtzl#75,
zzVNV,2Q5/5kp1/5p2/7p/8/2R2P1P/3q1K2/8 w - - 5 46,f2g3 h5h4 g3h4 d2g5,1977,75,95,13896,attraction endgame mate mateIn2 short,https://lichess.org/tilB4mb7#91,
zzVWM,8/8/p5pp/2pPQ3/2P4k/1P3P2/r4r2/6K1 b - - 12 45,f2e2 e5f4 h4h5 f4g4,1399,75,82,529,endgame master mate mateIn2 queenRookEndgame short,https://lichess.org/OxczdWEd/black#90,
zzVWk,2r2rk1/pp6/1nn4R/2N2pp1/1Pb1p3/P5P1/1B3P1P/3B2K1 b - - 0 31,f8f7 h6h8,971,76,96,1336,master mate mateIn1 middlegame oneMove,https://lichess.org/NEbv1l7j/black#62,
zzVYq,r1r1b1k1/2pnnppp/1p3q2/p2PN3/4P3/2Q1PN2/PP2B1PP/R4RK1 w - - 6 17,f3e1 f6e5 c3e5 d7e5,1326,77,79,68,crushing opening short,https://lichess.org/7jrKXMAO#33,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
zzVaR,R6k/5rpp/p3B3/1p3pb1/1P2p3/P5PP/5PK1/2q5 b - - 1 33,f7f8 a8f8,471,86,74,348,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/36rfHxI7/black#66,
zzVf4,r2q1rk1/2p1bppp/bpn1p3/p5B1/3Pn3/5NP1/PPP2PBP/R2QR1K1 w - - 0 12,e1e4 e7g5 f3g5 d8g5 e4g4 g5b5,1781,73,93,4885,crushing long middlegame,https://lichess.org/59TKQ00f#23,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
zzVnB,1n5r/1pRk2p1/1P1Nppp1/8/5P2/1P3rP1/5P1P/R5K1 b - - 0 24,d7d6 a1d1 f3d3 d1d3,1234,84,50,44,endgame mate mateIn2 short,https://lichess.org/m3LjfEoo/black#48,
zzVoh,r4rk1/1pq2pp1/p1pb3p/8/2B1QP2/2B1n2P/PP4P1/3R1RK1 b - - 1 20,e3f1 e4g6 d6e5 c3e5,2199,83,88,658,advantage middlegame pin short,https://lichess.org/gE9daFvb/black#40,
zzVrT,6k1/3q1p1p/3p2p1/4b3/8/RrNQPBP1/1r3P1P/5RK1 b - - 4 25,b3c3 a3c3 e5c3 d3c3,1499,75,84,109,advantage middlegame short,https://lichess.org/FwUTeWUy/black#50,
zzVv8,r7/8/7R/3p4/3P2b1/pp6/1kR2K2/8 b - - 10 53,b2a1 h6h1 g4d1 h1d1,1075,88,82,38,endgame mate mateIn2 short,https://lichess.org/tdIEPQj3/black#106,
zzW0u,2r3k1/1p1bq1b1/p1n1p1Qp/8/3Pp3/1B2P2P/PP1N2P1/5RK1 b - - 0 23,e7g5 b3e6 d7e6 g6e6 g8h7 d2e4,2624,115,89,847,crushing exposedKing fork long middlegame,https://lichess.org/4zRPqkeu/black#46,
zzWBK,k7/5q2/PQ2p3/6p1/6P1/7K/5PP1/8 w - - 3 55,f2f3 f7h7 h3g3 h7h4,1159,82,79,82,endgame mate mateIn2 queenEndgame short,https://lichess.org/K7I7f2qg#109,
zzWC4,1k1r4/ppp2QRp/2n5/8/2P5/2Pq4/5PKP/8 b - - 7 30,d3d2 f7c7 b8a8 c7b7,1162,83,57,45,endgame mate mateIn2 short,https://lichess.org/mV6jAUnW/black#60,
zzWFr,r1b2rk1/ppp3bn/3p3p/3Pn2q/2P2B2/2N2N2/PP3PBP/R1Q2RK1 w - - 1 17,f3e5 f8f4,1986,83,87,104,advantage oneMove opening,https://lichess.org/1epTLRhD#33,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
zzWJ4,5r1k/6p1/8/4Q3/6N1/5P2/2r2qPP/6RK b - - 2 39,f2a7 e5h5 h8g8 g4h6 g7h6 h5g6 a7g7 g6c2,1984,78,86,408,crushing endgame fork sacrifice veryLong,https://lichess.org/HTnB1DP9/black#78,
zzWJm,6k1/2p2ppp/p4b2/3PP3/2P5/6P1/qr1BQ2P/3R3K b - - 0 29,f6g5 e5e6 b2d2 d1d2,2402,92,76,151,crushing endgame master short,https://lichess.org/j7Z1TIqg/black#58,
zzWLc,4rk1r/p2b1pbp/q5p1/1ppB4/2PnNPP1/7P/PP1B2Q1/2KR3R w - - 2 21,e4c5 a6a2 c5d7 f8g8 d5f7 g8f7 g2d5 e8e6 d2c3 d4e2,1983,189,100,10,advantage middlegame sacrifice veryLong,https://lichess.org/OsHTX8nQ#41,
zzWQ5,1r4k1/1p4pp/p1n5/3NPq1P/3P2p1/8/PP3P2/1R2Q1K1 b - - 0 28,c6d4 d5e7 g8f8 e7f5,690,84,96,905,crushing endgame fork short,https://lichess.org/wyvxA8VK/black#56,
zzWT5,N2k4/p2n1p2/7r/3QP3/6q1/1P1B4/PBPP4/R2K4 w - - 5 28,d3e2 g4g1 e2f1 g1f1,1184,75,88,286,mate mateIn2 middlegame short,https://lichess.org/1QtSg5DD#55,
zzWUV,1r3rk1/p4p1p/2Bq2n1/2p2R2/8/3PBQ2/PbP4P/R5K1 w - - 8 23,e3c5 b2d4 g1h1 d4c5,1661,75,87,132,advantage fork middlegame short,https://lichess.org/nWQDeUlU#45,
zzWWF,r4k2/3RR1pp/8/6n1/2B5/1P6/r1PK3P/8 w - - 7 43,e7e5 g5f3 d2c3 f3e5,981,76,83,120,advantage endgame fork short,https://lichess.org/YdG0bDuO#85,
zzWZR,1bk1r3/pp1r4/2Q5/8/2PP4/P7/KP6/8 b - - 0 42,d7c7 c6e8,907,84,86,143,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/hbeUsyEJ/black#84,
zzWbN,rn1q1b1r/5k2/p2ppp2/3b1Npp/Bp6/6B1/PPP2PPP/R2QR1K1 w - - 2 17,f5d6 f8d6 g3d6 d8d6 c2c4 b4c3,1975,75,87,255,crushing enPassant long middlegame,https://lichess.org/LN9xcx9E#33,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
zzWbh,4rr1k/ppq3pp/2p5/8/2Q1N2b/2PP3P/P3RPP1/4R1K1 w - - 2 25,e4d6 h4f2 g1h1 e8e2 e1e2 c7d6,2345,77,92,228,crushing fork long middlegame,https://lichess.org/m5EENHe5#49,
zzWdb,r6k/6RP/5Np1/p4pP1/1r6/K7/8/8 b - - 15 56,a8c8 g7g8 c8g8 h7g8q,966,78,41,63,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/cQQFL7rL/black#112,
zzWjP,2kr3r/1p2p1b1/p1p2nq1/2N2p2/1PBP1P1p/P3PQpK/1B4P1/R4R2 w - - 9 24,c5e6 g6g4 f3g4 f5g4,1151,75,97,6411,mate mateIn2 middlegame short,https://lichess.org/vAmtVoUq#47,
zzWkC,r6k/pp4p1/2q4p/2p3r1/2QpP3/1P6/P1P2RPP/5RK1 b - - 2 21,b7b5 f2f8 a8f8 f1f8 h8h7 c4g8,965,105,100,19,crushing endgame kingsideAttack long,https://lichess.org/adYtNSza/black#42,
zzWoc,8/1p4kp/p1p2pp1/P1Pqp3/1P6/3QKPP1/4P2P/8 b - - 1 32,g7f7 d3d5 c6d5 b4b5 f7e6 c5c6 e6d6 c6b7,2007,74,94,11533,advancedPawn crushing endgame queenEndgame veryLong,https://lichess.org/1KdwAl8n/black#64,
zzWrX,7k/1r4p1/pN5p/P1p1R3/4P3/1P5P/1bP3P1/6K1 w - - 1 32,e5c5 b2d4 g1f1 d4c5,1051,83,89,46,advantage endgame fork short,https://lichess.org/JLMzZ3xa#63,
zzWuN,2r3k1/5p1p/2q1p1pP/p2pP3/1b1P1B2/1RPP4/2RK2PN/8 b - - 3 31,c6a4 c3b4 c8c2 d2c2,1505,76,100,323,advantage middlegame short,https://lichess.org/wpWIQ1nI/black#62,
zzWyz,8/8/P4k2/8/r7/3P3R/2K3p1/8 w - - 0 49,h3g3 a4a1 g3g2 a1a2 c2c3 a2g2,1268,330,-56,3,crushing endgame long rookEndgame skewer,https://lichess.org/b76OrGcI#97,
zzXAB,rq4r1/4kpbp/p1bNp3/4P3/5Q2/2p5/PPP2PPP/R3K2R b KQ - 0 18,c3b2 f4f7 e7d8 f7g8,1283,78,79,148,crushing interference middlegame short,https://lichess.org/vq0wgpTb/black#36,Sicilian_Defense Sicilian_Defense_Richter-Rauzer_Variation
zzXAN,2k3rr/2p2p2/3p3p/pR1P4/4PQ2/8/4KPq1/1R6 b - - 1 29,g2g4 f4g4 g8g4 b5b8 c8d7 b8h8,1186,77,94,18351,advantage endgame long skewer,https://lichess.org/TUz9HKs5/black#58,
zzXCE,r1bq1rk1/ppppb1pp/3n1p2/8/B2Q1B2/8/PPP2PPP/RN2R1K1 b - - 0 11,d6f5 d4d5 g8h8 d5f5,1396,121,47,27,crushing fork opening short,https://lichess.org/rlwTPz0Y/black#22,Ruy_Lopez Ruy_Lopez_Open_Berlin_Defense
zzXDp,r3r1k1/2B2pp1/6p1/3R4/1P6/8/1P3PPP/5K2 w - - 1 29,b4b5 a8a1 d5d1 a1d1,656,78,100,347,endgame mate mateIn2 short,https://lichess.org/YnhwNQhg#57,
zzXEk,r1bq3r/p5pp/4k3/1Q1np3/1b6/8/PP1B1PPP/RN2K2R b KQ - 2 14,a7a6 b5c6 e6f7 c6a8 b4d2 b1d2,1492,75,96,15822,advantage fork long middlegame,https://lichess.org/LHMY0KrK/black#28,Sicilian_Defense Sicilian_Defense_Alapin_Variation
zzXFK,8/8/6p1/5pp1/3ppkP1/5PNP/4K3/8 w - - 4 45,f3e4 f5e4 g3f1 e4e3 e2d3 f4f3,2384,94,77,38,crushing endgame knightEndgame long zugzwang,https://lichess.org/83hByYid#89,
zzXMd,2kr3r/ppp2pp1/2p2n2/2q4p/4P1b1/2NP1Q1P/PPP2PP1/R3KB1R w KQ - 2 12,h3g4 h5g4 f3f4 h8h1,1247,74,96,1513,advantage discoveredAttack middlegame short,https://lichess.org/46CEGHEE#23,Russian_Game Russian_Game_Stafford_Gambit
zzXMl,8/5kpp/4R3/3rp3/6K1/6P1/5P1P/8 w - - 4 36,g4f5 g7g6 e6g6 h7g6,1829,76,93,3831,crushing endgame rookEndgame short,https://lichess.org/kT0qYyyv#71,
zzXMy,1rb1k2r/5pp1/4p2p/p2pP2P/2nP1PP1/nR6/P2NN3/R1K2B2 b k - 3 23,b8b3 a2b3 c4d2 c1d2,1684,75,92,1451,advantage middlegame short,https://lichess.org/Rgex4Zgx/black#46,
zzXRe,r4r1k/pp5p/2p1b3/3pPp1Q/5P2/2P1q2p/PPB4P/4RR1K b - - 1 23,e3d2 e1e2 d2e2 h5e2,1603,74,93,9760,crushing middlegame short trappedPiece,https://lichess.org/aL9unoID/black#46,
zzXT4,8/8/5Pk1/8/3Rp2K/R3P1P1/5q2/8 w - - 1 46,d4e4 f2h2 h4g4 h2h5 g4f4 h5f5,1364,76,95,5485,endgame long master mate mateIn3 queenRookEndgame,https://lichess.org/NfGVPwUU#91,
zzXWP,r1b2rk1/2Nn4/1p1p4/2nP2q1/p1P1Pp2/P5Np/1PBB1RPP/2R3K1 b - - 0 25,f4g3 f2f8 d7f8 d2g5,1466,74,86,548,crushing kingsideAttack master masterVsMaster middlegame short,https://lichess.org/OfCm7FGv/black#50,
zzXaT,k2r4/1p3p2/pQbq4/7p/P7/1P4P1/K1R2P1P/8 b - - 8 40,c6e4 c2c8 d8c8 b6d6,1260,75,86,618,advantage deflection endgame short,https://lichess.org/k568wi7h/black#80,
zzXbM,8/1R6/1p2r1k1/1K4pp/P7/4P2P/8/8 w - - 0 37,b7b6 e6b6 b5b6 g5g4 h3g4 h5h4 e3e4 h4h3,2003,74,91,1281,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/KyR8M6h1#73,
zzXh0,2k5/1Rp4p/p1nrp1p1/3q1p2/QB1P1P2/4P3/P5PP/6K1 w - - 2 26,a4a6 c6b4 a6a8 c8d7 a8a4 b4c6,1220,76,80,1285,crushing endgame long,https://lichess.org/WbxarKhj#51,
zzXmE,r1b2rk1/1pq2pp1/pR1p2p1/4p1Q1/2N1P3/P1PP4/5PPP/4K2R w K - 2 21,b6d6 b7b5 g5e5 b5c4,1630,74,97,11836,advantage middlegame short,https://lichess.org/FFJKjo9Y#41,
zzXmj,r5k1/2r2p2/B2p2P1/1pp4p/4P3/P2P1P2/1qPQK3/6R1 b - - 0 29,a8a6 g6f7 g8f7 d2h6,2491,92,85,90,advancedPawn advantage doubleCheck endgame short,https://lichess.org/9l7bD1Pl/black#58,
zzXo2,3rr1k1/ppQ3pp/2pP2q1/2P5/4p3/2P2p2/PB3P1N/R3R1K1 w - - 1 31,g1h1 g6g2,1128,191,85,18,master mate mateIn1 middlegame oneMove,https://lichess.org/rcI31g8y#61,
zzXqr,8/8/6pr/1R6/4kPKP/8/8/8 w - - 0 55,g4g5 h6h5 g5g6 h5b5,856,104,94,373,crushing endgame rookEndgame short skewer,https://lichess.org/VC4FBWTG#109,
zzXth,2R4r/3k1ppp/2p1p3/4P3/r2P4/5N2/1P3PPP/6K1 w - - 0 22,c8h8 a4a1 f3e1 a1e1,400,100,86,213,backRankMate endgame mate mateIn2 short,https://lichess.org/fSoTCzY5#43,
zzXup,2r5/6k1/3Np3/3pN3/pp6/1P6/P1P3r1/1K6 w - - 0 37,d6c8 g2g1 b1b2 a4a3,1148,84,93,1082,endgame mate mateIn2 short,https://lichess.org/maEFwixC#73,
zzXyR,3rr1k1/5pp1/p5qp/1pp5/3bN1P1/1P3Q1P/P4P2/4RRK1 b - - 0 28,d8d5 e4f6 g7f6 e1e8,1273,79,93,2185,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/RwQjGkyv/black#56,
zzY0Z,r1q1kb1r/pp3p2/2P1p2p/1Q3p2/5P2/2N1n3/PP1R2PP/2K3NR b kq - 0 16,b7c6 b5e5 e3c4 e5h8 c4d2 c1d2 c8b8 d2c2,2226,81,83,51,advantage defensiveMove fork middlegame veryLong,https://lichess.org/WqdN0fgC/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
zzY1p,7r/8/p2Pk3/1p2pp2/6rp/1P4PK/P2R1P1P/3R4 w - - 0 35,d6d7 h4g3 h3g2 g3h2,2100,79,90,4200,advancedPawn advantage discoveredAttack endgame rookEndgame short,https://lichess.org/hGBI1P6X#69,
zzY6V,2r5/p5k1/6p1/3np2p/P3N3/1q1PQPP1/1Pr4P/R4R1K w - - 20 38,e3g5 b3b2 g5h4 c2c1 a1c1 c8c1,2130,77,73,85,crushing long master middlegame,https://lichess.org/1RGRBvyd#75,
zzY6o,6k1/5ppp/p3p3/qb2P3/1P1P4/b3B2P/N3BPP1/1R4K1 b - - 0 24,a3b4 a2b4 b5e2 b4c6 a5c7 b1b8 c7b8 c6b8,2084,77,91,1328,advantage clearance middlegame veryLong,https://lichess.org/6isDxxjh/black#48,
zzY6p,7r/pp4k1/2p1rp2/3b2p1/3P4/1P2P1P1/P3Q3/5RK1 w - - 3 30,e2g4 h8h1 g1f2 h1h2,1556,77,86,603,crushing endgame master short,https://lichess.org/r4q9cTMB#59,
zzY87,rnbq1rk1/1p2bppp/p3pn2/4N3/3B2P1/2NB4/PPPQ1P1P/R3K2R b KQ - 0 11,d8d4 d3h7 f6h7 d2d4,954,76,98,2414,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/Cj2wtmgr/black#22,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
zzY94,r1r2b1k/1bq2p1p/p2ppP2/6Q1/1pn1P2P/1NNR1P2/PPP3B1/2K4R w - - 0 20,g2h3 b4c3 h1g1 c3b2 c1b1 c4a3 b1b2 c7c2 b2a1 f8h6 g5h6 c8g8,2238,79,90,484,advancedPawn advantage clearance discoveredAttack fork middlegame veryLong,https://lichess.org/nnLLYfpW#39,
zzYCq,1r2r1k1/p4p1p/6p1/3p4/3Q4/2P1P3/RBq2PPP/4R1K1 w - - 7 24,e1c1 b8b2 c1f1 b2a2,1453,75,94,11397,crushing middlegame short,https://lichess.org/DEtvJMD4#47,
zzYF4,r1bqr2k/p4p1p/1p2N2B/2pp4/3b2Q1/8/PP4BP/R4R1K w - - 4 23,f1f7 c8e6 h6g7 h8g8 g4g3 g8f7,2235,77,92,5933,crushing fork long middlegame,https://lichess.org/loeLLMTm#45,
zzYTG,r1b2knr/ppp3pp/2np2q1/8/8/2Q1BN2/PP1N1PPP/2R1K2R b K - 3 12,g6g2 h1g1 g2g1 f3g1,1316,275,-33,5,crushing middlegame short,https://lichess.org/9KS0Vrzu/black#24,Scotch_Game Scotch_Game_Haxo_Gambit
zzYTK,1r1qk2r/pp3pp1/4pn1p/3p1b2/Q2P4/2P1PN1P/P4PP1/R3KB1R b KQk - 1 11,d8d7 f1b5 a7a6 b5d7,1346,77,87,400,crushing middlegame pin short,https://lichess.org/lQ22DMs7/black#22,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
zzYVx,2rr3k/1pq1b1pp/p4p2/2Pbp3/6P1/2PQ2B1/2B2P2/R3R1K1 b - - 1 34,c7c5 d3h7,560,109,80,211,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/3AAATFMf/black#68,
zzYcd,1r4k1/p5pp/8/3p4/4P2N/1bq1P1P1/5Q1P/4nRK1 b - - 2 26,e1c2 f2f7 g8h8 f7f8 b8f8 f1f8,1133,74,95,8051,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/Kow63lkF/black#52,
zzYjL,r6r/pp2kq2/2p2p2/2n1p1p1/2p2PQ1/4P1BP/P1P3P1/R4RK1 b - - 0 21,c5e4 f4e5 f6f5 f1f5,1929,74,83,80,crushing middlegame short,https://lichess.org/K8EJ9KV2/black#42,
zzYjT,r1bqkbnr/pp1p1p1p/4p1p1/2p5/2BnP3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,c1g5 d4f3 d1f3 d8g5,1293,75,83,424,advantage opening short,https://lichess.org/NgvO2Fun#11,Sicilian_Defense Sicilian_Defense_Closed
zzYmP,3R4/8/4p2K/1p6/3Pk3/1PP3rP/8/8 w - - 3 48,d8e8 g3h3 h6g5 h3c3,1879,75,92,266,advantage endgame rookEndgame short,https://lichess.org/oSx7X5zr#95,
zzYnR,5rk1/p4ppp/qp2p3/8/8/4PQP1/PPr4P/3R1RK1 b - - 4 23,a6a2 f3f7 f8f7 d1d8 f7f8 f1f8,1256,76,94,22284,endgame long mate mateIn3 sacrifice,https://lichess.org/0qSW491H/black#46,
zzYnu,r4rk1/1bqpb1pp/p3p3/1p5P/3RP1Q1/PBN5/1P3PP1/5RK1 b - - 0 19,e7c5 d4d7 c7d7 b3e6 d7e6 g4e6,1816,75,92,1448,crushing fork long middlegame pin sacrifice,https://lichess.org/abWNPjaK/black#38,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
zzYnx,2r2r1k/1q1nb1pp/p1n5/2pBP3/8/2PQBN2/P1P2PPP/3R2K1 b - - 6 20,d7e5 f3e5 c6e5 d5b7,1204,76,86,515,advantage master masterVsMaster middlegame short,https://lichess.org/QLSzuqaF/black#40,
zzYtc,3r2k1/1R3pp1/5n1p/8/p7/5N1P/Q4PPK/2q5 b - - 3 33,c1f4 g2g3 f6g4 h2g2,2307,77,87,667,advantage defensiveMove endgame master masterVsMaster short,https://lichess.org/TWGrXGkL/black#66,
zzYvV,2kr3r/ppp2p2/2n1q3/3n4/3P3p/2P1P2P/P4PPB/R2QKB1R w KQ - 0 16,c3c4 d5e3 f2e3 e6e3,1714,75,85,622,advantage middlegame short,https://lichess.org/XjcwKMaa#31,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
zzYw2,5rk1/7p/2p5/2P4q/1P2P1p1/P1Q3P1/3R2KP/8 w - - 2 40,c3e3 h5h3 g2h1 f8f1,1196,77,85,202,advantage endgame master short,https://lichess.org/gAo7rmzf#79,
zzYwa,2Q3k1/1r3pp1/1q1np2p/3p4/8/3B4/1P3PPP/2R3K1 b - - 6 38,d6c8 c1c8 b6d8 c8d8,596,94,92,964,endgame mate mateIn2 short,https://lichess.org/bnikvV4s/black#76,
zzYxY,r1bqkbnr/ppppp2p/2n3p1/5p1Q/3PP3/8/PPP1BPPP/RNB1K1NR b KQkq - 1 4,g6h5 e2h5,565,92,97,1452,bodenMate mate mateIn1 oneMove opening,https://lichess.org/2tvTPmgy/black#8,Dutch_Defense Dutch_Defense_Staunton_Gambit
zzYyy,8/1p6/8/1PP1k2p/2Kp3P/8/8/8 b - - 1 54,d4d3 c4d3 e5d5 c5c6 b7c6 b5b6 d5d6 d3c4 c6c5 c4b5 c5c4 b5a6 c4c3 b6b7,2542,92,85,81,advancedPawn crushing endgame pawnEndgame veryLong,https://lichess.org/pnMYUtkU/black#108,
